,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
980,0,0.028999597,65,0,1934.0,,12,0,1,0,0.0
981,1,0.9999999,35,1,0.144234202,2800.0,1,0,0,0,1.0
982,0,0.0,57,0,0.441173203,9000.0,10,0,3,0,3.0
983,1,0.9999999,29,0,0.039675102,3200.0,1,3,0,0,1.0
984,0,0.204930994,60,0,0.393372375,7000.0,20,0,2,0,0.0
985,1,0.936857318,32,1,2131.0,,18,0,0,0,1.0
986,1,0.008911214,42,0,1.330143541,8150.0,11,0,5,0,1.0
987,0,0.9999999,76,0,219.0,,0,0,0,1,0.0
988,0,0.420443407,49,0,1.305084746,2300.0,8,0,2,0,1.0
989,0,0.452248368,49,0,0.677205429,6483.0,6,0,2,0,1.0
990,0,0.0,65,0,0.00119952,2500.0,15,0,0,0,0.0
991,0,0.363171485,76,0,0.11026616,4996.0,4,0,0,0,0.0
992,0,0.029569658,53,1,0.105787395,5822.0,13,0,0,0,1.0
993,1,0.629805975,51,4,0.581629944,3766.0,9,0,2,0,2.0
994,0,0.012653444,69,0,0.151402263,14226.0,18,0,2,0,0.0
995,1,0.132431735,34,0,3866.0,,10,0,2,0,1.0
996,0,0.001469362,66,0,1934.0,,7,0,1,0,0.0
997,0,0.054949764,54,0,0.075846455,9716.0,3,0,1,0,0.0
998,1,0.848692929,37,1,0.155902594,3777.0,3,3,0,0,0.0
999,0,0.0,35,0,0.091400663,5732.0,5,0,0,0,2.0
1000,1,0.681757656,40,0,151.0,,3,3,0,0,0.0
1001,0,0.01619919,42,1,0.602879424,5000.0,15,0,1,0,2.0
1002,1,0.086804817,57,0,0.619689646,3930.0,4,0,1,0,0.0
1003,1,0.909599254,40,1,0.089616175,5835.0,5,0,0,1,4.0
1004,0,0.927942449,54,0,3903.0,,15,0,2,0,2.0
1005,0,0.086152773,47,0,0.250097238,2570.0,5,0,1,0,3.0
1006,1,0.9999999,32,2,0.193472508,3400.0,8,0,0,0,0.0
1007,0,0.020406267,52,0,0.283755475,5250.0,13,0,1,0,2.0
1008,0,0.13535159,38,0,0.574224425,11700.0,13,0,2,0,0.0
1009,0,0.0,35,0,0.009137636,1750.0,6,0,0,0,0.0
1010,1,2.24262607,41,0,170.0,,3,1,0,2,0.0
1011,0,0.305162581,49,0,0.185703574,4000.0,3,0,1,0,0.0
1012,1,0.9999999,23,0,53.0,,1,0,0,0,0.0
1013,0,0.29630264,35,0,0.346430714,6667.0,17,0,2,0,2.0
1014,0,0.024251989,46,0,0.350467889,7800.0,12,0,1,0,0.0
1015,1,0.9999999,26,0,0.105526243,3600.0,2,1,0,0,0.0
1016,1,0.0,40,2,0.338251248,4608.0,8,1,1,0,0.0
1017,0,0.135228826,73,0,553.0,,6,0,1,0,0.0
1018,1,0.079359691,74,0,0.29333838,5283.0,18,0,2,1,0.0
1019,0,0.22277764,43,0,0.290317205,18000.0,10,0,1,0,2.0
1020,0,0.321720302,46,0,5034.0,,12,0,2,0,0.0
1021,0,0.9999999,26,0,458.0,,2,0,0,0,0.0
1022,0,0.113468656,61,1,0.371027562,13750.0,8,0,1,1,2.0
1023,1,0.927072927,49,1,0.582183563,3333.0,3,0,1,2,0.0
1024,1,0.255709202,46,0,1603.0,,10,0,1,0,0.0
1025,1,0.9999999,40,0,0.0,5100.0,0,0,0,0,1.0
1026,1,0.787658802,48,3,983.0,,9,1,0,0,3.0
1027,1,0.9999999,41,0,0.433413317,3333.0,2,3,0,1,0.0
1028,1,0.219540066,55,0,0.698945091,3696.0,14,0,2,1,0.0
1029,0,0.9999999,45,1,0.685777288,906.0,2,0,0,1,0.0
1030,1,0.026513151,67,0,460.0,,9,0,0,0,
1031,0,0.986455777,52,0,0.054079039,8653.0,4,0,0,0,1.0
1032,1,0.993688391,41,3,1.155974004,6000.0,13,0,2,0,0.0
1033,1,0.234482919,52,0,0.471505699,5000.0,14,0,0,0,0.0
1034,1,0.72204872,37,4,0.235770751,5059.0,9,1,0,1,3.0
1035,1,0.476014971,48,0,0.695092355,14833.0,13,0,4,0,2.0
1036,0,0.020518143,58,0,0.236727046,1600.0,4,0,0,0,0.0
1037,0,0.073104828,63,0,3335.0,0.0,12,0,2,0,0.0
1038,1,0.754439125,40,2,0.191532573,6400.0,10,4,0,1,1.0
1039,1,0.69151671,71,1,0.568520538,2750.0,4,0,0,0,0.0
1040,1,0.060840786,57,2,0.090370832,6417.0,7,0,0,0,0.0
1041,1,0.448310971,40,0,0.746590627,4032.0,9,0,1,0,2.0
1042,1,0.9999999,38,0,0.0,2666.0,0,0,0,0,2.0
1043,1,0.9999999,28,0,0.0,11581.0,0,1,0,0,2.0
1044,0,0.109331446,58,0,0.197840288,7500.0,8,0,2,0,0.0
1045,1,0.998996488,55,7,0.817712318,5227.0,14,1,2,1,0.0
1046,1,0.824701195,33,3,0.118051084,4658.0,4,0,0,0,2.0
1047,0,0.1028485,33,0,0.305487669,4500.0,7,1,1,0,1.0
1048,1,0.0,79,2,0.494929296,7000.0,9,0,1,0,0.0
1049,1,0.891826747,32,0,0.192179516,4500.0,11,0,0,0,2.0
1050,0,0.001366857,55,0,0.000477783,2092.0,4,0,0,0,0.0
1051,0,0.04479776,55,0,0.210147671,5281.0,6,0,1,0,0.0
1052,0,0.027003301,75,0,394.0,,6,0,1,0,0.0
1053,0,0.9999999,32,0,566.0,,1,2,0,0,0.0
1054,1,0.033396319,72,0,0.407027818,3414.0,20,0,1,2,0.0
1055,1,0.626724349,32,0,0.173559823,4061.0,5,0,0,0,4.0
1056,1,0.9999999,48,1,0.807192807,1000.0,3,0,1,0,2.0
1057,1,1.385685885,30,1,0.294789436,1400.0,5,0,0,2,0.0
1058,1,0.84015984,34,0,15.46774577,4200.0,6,0,0,0,1.0
1059,1,0.9999999,31,0,0.240567559,3100.0,1,0,0,2,0.0
1060,1,0.9999999,30,0,0.0,4000.0,0,1,0,0,5.0
1061,0,0.261117989,38,0,0.491727588,2598.0,8,0,1,0,1.0
1062,0,0.089724962,58,0,358.0,,10,0,0,0,0.0
1063,0,0.174291208,66,0,0.26402175,9930.0,8,0,1,0,0.0
1064,1,0.203796204,30,0,0.006997667,3000.0,2,1,0,1,0.0
1065,1,0.32644201,61,0,0.700573257,7500.0,17,0,3,0,0.0
1066,1,1.286068717,45,2,0.297283786,6000.0,12,0,0,0,1.0
1067,1,0.701555984,53,0,0.417014938,24166.0,19,0,1,0,0.0
1068,1,0.618335726,36,1,0.197819528,29167.0,11,0,2,0,3.0
1069,1,0.052035707,46,2,0.839395873,4700.0,5,0,2,1,2.0
1070,0,0.393047793,34,0,0.613458529,5750.0,12,0,2,0,1.0
1071,0,0.030815628,65,1,623.0,,5,0,0,0,
1072,0,0.521947805,60,0,0.088252259,5200.0,8,0,0,0,1.0
1073,0,0.9999999,40,0,100.0,,0,0,0,0,1.0
1074,0,0.059612309,70,0,2655.0,,13,0,2,0,0.0
1075,0,0.629370629,50,0,0.187967248,5617.0,4,1,1,0,0.0
1076,0,0.575871013,50,0,0.48465775,5083.0,13,0,1,0,2.0
1077,0,0.667353494,26,0,0.098287806,7650.0,5,0,0,0,2.0
1078,0,0.017636195,70,0,781.0,0.0,14,0,1,0,0.0
1079,0,0.010553042,77,0,0.191386736,5804.0,10,0,2,0,0.0
1080,1,0.810698217,54,0,0.045063928,4770.0,1,0,0,0,3.0
1081,0,0.042892091,57,1,0.591201257,7000.0,11,0,3,0,0.0
1082,1,0.947442636,28,2,0.271970012,2400.0,7,0,0,0,1.0
1083,0,0.081082499,41,0,0.968917161,6916.0,13,0,3,0,2.0
1084,1,1.836327345,35,2,0.042281219,3050.0,3,1,0,0,4.0
1085,1,0.9999999,50,0,18.0,,0,1,0,0,0.0
1086,1,0.754212652,44,3,0.50498395,5918.0,11,0,2,0,2.0
1087,1,0.783892683,56,1,0.83983119,4975.0,10,2,2,0,0.0
1088,0,0.034752935,65,0,0.037329778,10500.0,12,0,0,0,0.0
1089,0,0.374101619,55,2,0.138623761,11000.0,5,0,1,0,1.0
1090,0,0.428103981,54,1,0.041947273,43506.0,7,1,1,1,1.0
1091,1,0.9999999,27,0,18.0,,0,1,0,0,0.0
1092,0,0.197787771,41,0,0.484522207,5200.0,8,0,1,0,3.0
1093,0,0.049325112,30,0,0.428769018,2168.0,5,0,1,0,0.0
1094,0,0.9999999,31,1,0.0,5416.0,1,0,0,0,0.0
1095,1,1.353414697,49,0,471.0,,9,5,0,3,
1096,0,0.032095941,71,0,0.16247438,5366.0,7,0,1,0,0.0
1097,1,0.908144554,51,0,1.011198507,7500.0,14,0,2,0,2.0
1098,0,0.104269985,36,0,0.730769231,6135.0,9,0,2,0,0.0
1099,0,0.060024352,80,0,0.168655272,3100.0,4,0,1,0,0.0
1100,0,0.656705331,41,0,0.361514127,9166.0,8,0,2,0,2.0
1101,0,0.174186625,33,0,0.345226615,10369.0,5,0,1,0,1.0
1102,1,0.845877331,36,0,0.176456767,4255.0,7,0,0,0,1.0
1103,0,0.039432692,49,0,1417.0,,9,0,1,0,0.0
1104,0,0.059554453,58,0,0.491375448,8927.0,14,0,1,0,0.0
1105,1,0.9999999,34,0,0.0,,0,0,0,0,3.0
1106,1,1.594810379,30,0,0.114573253,5166.0,4,5,0,0,0.0
1107,1,0.893421316,73,4,0.686796699,2665.0,8,3,0,1,1.0
1108,0,0.417055646,54,0,4915.0,,14,0,2,0,0.0
1109,1,0.143781241,38,4,0.311217184,4189.0,7,0,0,2,3.0
1110,1,0.9999999,45,1,0.133371385,5255.0,1,0,0,0,1.0
1111,1,0.015321403,37,2,0.23371006,7166.0,16,0,2,0,0.0
1112,0,0.118845933,28,1,0.048410861,4750.0,6,0,0,0,0.0
1113,1,0.753188556,25,1,0.42408377,2673.0,4,1,0,1,0.0
1114,1,0.9999999,38,1,0.096028689,7528.0,2,1,1,0,4.0
1115,1,1.076505108,53,0,0.510566357,1182.0,8,1,0,0,2.0
1116,1,0.016627345,48,4,0.529271883,8830.0,16,3,1,2,1.0
1117,1,0.592657876,43,0,0.313668633,10000.0,6,0,1,0,5.0
1118,1,0.506188855,44,0,2591.0,,6,0,1,1,0.0
1119,0,1.013546639,65,0,0.759977515,1778.0,5,1,1,0,1.0
1120,0,0.466550669,44,0,0.22975225,9000.0,5,0,0,0,0.0
1121,1,0.9999999,45,0,156.0,,1,0,0,0,2.0
1122,1,0.000352927,73,0,0.214317943,6648.0,14,1,0,0,0.0
1123,1,0.218927024,32,0,0.133629583,6300.0,5,0,0,0,5.0
1124,0,1.279069767,25,1,0.178555202,2200.0,3,0,0,0,0.0
1125,0,0.099964617,54,0,4909.0,,19,0,2,0,0.0
1126,0,0.000975576,39,0,0.197744558,3812.0,9,0,0,0,2.0
1127,0,0.184427186,62,0,1.236008092,1482.0,14,0,1,0,0.0
1128,0,0.161033436,47,0,264.0,,6,0,0,0,0.0
1129,0,0.878033077,46,0,0.743815656,2950.0,8,0,0,0,0.0
1130,1,0.366772901,54,1,0.453672844,7500.0,21,0,1,0,0.0
1131,0,0.016428341,56,1,0.255736337,4793.0,23,0,1,0,0.0
1132,1,0.927036482,41,0,0.057307863,2250.0,5,0,0,0,2.0
1133,0,0.595204016,34,0,0.237757977,13130.0,7,0,0,0,2.0
1134,0,0.547628065,43,0,0.160867454,6178.0,6,0,0,0,3.0
1135,1,0.9999999,37,0,0.436531365,2709.0,1,2,1,1,1.0
1136,0,0.173452306,49,0,0.234821519,9832.0,14,0,1,0,2.0
1137,1,1.15455594,55,1,1.376106195,451.0,9,0,0,0,3.0
1138,0,0.269257489,44,0,0.607594937,1500.0,7,0,0,0,3.0
1139,1,0.915273643,39,1,1.079053149,2238.0,10,0,0,2,0.0
1140,1,0.836802664,35,1,0.03931537,5900.0,7,0,0,1,2.0
1141,0,0.0,60,0,2.214955218,4800.0,10,0,3,0,1.0
1142,0,0.020902776,55,0,0.414210424,10245.0,4,0,2,0,1.0
1143,0,0.165225171,63,0,0.026632547,10550.0,6,0,0,0,1.0
1144,1,0.545804169,45,1,0.426038377,4116.0,3,4,1,0,0.0
1145,0,0.9999999,35,0,0.471498371,3683.0,5,0,1,0,0.0
1146,0,0.056602196,46,0,4763.0,,9,0,1,0,0.0
1147,0,0.036065464,65,0,0.813329312,3315.0,8,0,1,0,0.0
1148,1,0.0,30,0,0.607420076,7600.0,10,0,1,0,0.0
1149,0,0.404299898,53,0,0.339406733,9000.0,8,0,2,0,0.0
1150,0,0.022840517,70,0,97.0,,10,0,0,0,0.0
1151,0,0.010699151,63,0,0.361430396,5480.0,17,0,1,0,0.0
1152,0,0.649465168,47,0,0.426095651,6000.0,8,0,1,0,2.0
1153,1,0.00757815,42,1,0.366780147,5580.0,8,0,3,1,2.0
1154,1,0.708645202,62,0,0.547300415,6500.0,18,0,2,0,1.0
1155,1,0.601914012,56,0,0.05291601,4440.0,2,1,0,1,2.0
1156,1,0.0,41,0,0.852315954,4468.0,7,1,2,0,1.0
1157,1,0.341639748,22,0,0.074423771,3600.0,5,0,0,1,0.0
1158,1,0.884522578,78,3,423.0,,4,0,1,0,0.0
1159,1,0.801578218,54,2,0.460089985,6000.0,12,0,2,1,1.0
1160,0,0.282649067,47,1,0.109920334,10543.0,11,0,0,0,2.0
1161,1,0.973428509,48,0,0.637963648,12158.0,16,0,3,0,4.0
1162,0,0.207077953,52,0,0.381985536,6083.0,6,0,1,0,2.0
1163,1,0.319295254,52,0,0.56958275,12150.0,18,0,2,0,3.0
1164,0,0.443088923,54,3,2299.0,,12,2,0,0,0.0
1165,1,0.9999999,55,4,0.321320017,6908.0,5,0,1,1,1.0
1166,1,0.650820665,68,0,0.579335108,16152.0,8,0,2,0,0.0
1167,0,0.9999999,43,0,0.0,10278.0,2,0,0,0,1.0
1168,0,0.323565172,45,0,0.15963396,5900.0,6,0,0,0,0.0
1169,0,0.328809149,50,0,1002.0,,12,0,0,0,2.0
1170,0,0.420865997,46,0,0.563624679,7779.0,12,0,3,0,0.0
1171,0,0.10848192,61,0,0.751006711,1489.0,4,0,2,0,0.0
1172,1,0.9999999,28,98,0.033707865,1245.0,0,98,0,98,0.0
1173,0,0.005271035,71,0,1365.0,,8,0,2,0,0.0
1174,1,1.026486581,36,3,0.548890222,5000.0,9,0,2,0,0.0
1175,0,0.9999999,63,0,0.119459053,2661.0,3,0,0,0,0.0
1176,0,0.527744548,48,2,514.0,,8,0,0,0,1.0
1177,0,0.849766413,41,0,0.218520986,1500.0,6,0,0,0,3.0
1178,0,0.856762159,27,0,226.0,0.0,2,0,0,0,0.0
1179,1,0.03606245,70,0,0.788105947,2000.0,18,1,1,0,0.0
1180,1,73.84615385,53,2,0.513355235,7000.0,5,8,2,0,4.0
1181,1,0.983824929,55,0,0.064116496,4600.0,2,1,0,0,6.0
1182,0,0.0,44,0,0.384545619,5512.0,13,0,2,0,1.0
1183,1,0.250697751,31,0,2087.0,0.0,11,0,2,0,0.0
1184,0,0.928704983,33,0,342.0,,1,0,0,0,0.0
1185,0,0.02359941,72,0,1703.0,1.0,9,0,1,0,0.0
1186,0,0.10782884,61,0,0.010588559,7271.0,7,0,0,0,0.0
1187,0,0.684663067,50,0,0.391875888,8443.0,5,0,2,0,3.0
1188,0,1.002932942,28,0,0.09982862,2333.0,2,0,0,0,0.0
1189,0,0.983594772,61,0,0.87577773,4660.0,13,0,2,0,0.0
1190,1,0.899950003,44,1,0.396804723,11516.0,9,0,2,0,4.0
1191,1,0.751198392,45,1,1944.0,,15,0,1,0,0.0
1192,0,0.151167201,45,0,0.542062911,4100.0,10,0,1,0,0.0
1193,0,0.476189039,70,0,0.229461756,6000.0,11,0,1,0,1.0
1194,0,0.322755214,56,0,0.381492491,12783.0,17,0,2,0,2.0
1195,1,0.277165305,56,1,0.381073088,4733.0,10,0,1,0,0.0
1196,1,0.552156677,55,0,0.337034981,1800.0,7,1,0,0,1.0
1197,0,0.000749963,62,0,0.0,,6,0,0,0,0.0
1198,0,0.0,37,0,0.533362599,6833.0,10,0,2,0,0.0
1199,0,0.253705715,50,0,269.0,1.0,8,0,0,0,1.0
1200,0,0.386110231,58,0,1655.0,,6,0,0,0,0.0
1201,1,0.963011619,39,2,3.173398682,5916.0,19,0,12,0,2.0
1202,0,0.105028386,63,0,1593.0,,14,0,2,0,1.0
1203,1,0.9999999,48,0,0.004310345,2783.0,0,0,0,0,1.0
1204,1,0.943449523,51,1,0.357767597,2400.0,3,0,0,0,0.0
1205,0,0.035983238,65,0,0.1306883,7888.0,22,0,2,0,0.0
1206,0,0.9999999,40,1,1.11492817,1600.0,5,0,1,0,2.0
1207,1,0.984455184,50,2,0.125846154,9749.0,4,1,0,2,3.0
1208,1,0.047660629,41,0,0.24371192,6400.0,11,0,1,0,2.0
1209,0,0.0,42,0,0.032715376,2750.0,2,0,0,0,0.0
1210,1,0.896367877,60,1,0.743669788,2882.0,7,2,2,0,1.0
1211,1,0.634920635,31,1,0.586592179,4116.0,14,0,3,0,0.0
1212,1,0.0,38,0,2299.0,,3,0,1,2,0.0
1213,0,0.175943637,62,0,0.400734544,4900.0,9,0,2,0,0.0
1214,0,0.984500484,30,0,0.322098536,9701.0,9,0,2,0,0.0
1215,1,0.595090332,36,0,0.275454234,5833.0,8,0,1,0,0.0
1216,0,0.140022164,47,0,0.200464893,12475.0,8,0,1,0,1.0
1217,1,0.871114343,55,1,0.68097587,7500.0,7,0,2,0,0.0
1218,0,0.247755877,56,0,0.46153134,10800.0,12,0,1,0,1.0
1219,1,0.9999999,43,0,0.779792055,3750.0,8,0,1,0,0.0
1220,1,1.014592934,44,0,0.285884313,4200.0,9,0,0,0,3.0
1221,1,0.041834508,48,0,1.429514097,5000.0,21,0,8,0,1.0
1222,1,1.040636605,51,3,0.618155198,3414.0,9,1,2,2,0.0
1223,0,0.047271425,59,0,0.00910107,6262.0,3,0,0,0,0.0
1224,1,0.890246612,47,0,0.220945502,18275.0,7,0,3,0,0.0
1225,0,0.080528975,58,0,0.003055131,7200.0,4,0,0,0,1.0
1226,1,0.102195584,30,2,0.600067785,5900.0,9,0,2,0,0.0
1227,0,0.050566653,68,0,0.14400562,12811.0,7,0,1,0,2.0
1228,1,0.0,32,0,0.088182792,2800.0,4,0,0,0,0.0
1229,0,0.01490998,72,0,0.394440407,5503.0,15,0,1,0,0.0
1230,0,0.055529918,27,0,10.0,,1,0,0,0,
1231,0,0.499651244,32,0,0.125349487,4291.0,6,0,0,0,0.0
1232,1,0.221254463,51,1,1.353706625,7607.0,18,0,4,0,4.0
1233,0,1.023294509,27,0,0.249399327,2080.0,7,0,0,0,0.0
1234,0,0.126589168,69,0,2262.0,,13,0,1,0,0.0
1235,1,0.99191193,48,0,0.599584067,6250.0,5,0,1,1,0.0
1236,1,0.9999999,26,1,0.034607438,1935.0,1,3,0,0,2.0
1237,1,0.9430539,60,0,0.337521956,7400.0,9,0,1,0,2.0
1238,0,0.488251175,45,0,0.293731778,5487.0,8,0,1,0,2.0
1239,1,0.120369489,37,0,0.005691432,6500.0,3,0,0,0,0.0
1240,0,0.148047517,43,0,0.061991144,7000.0,5,0,0,0,1.0
1241,0,0.275838185,48,0,0.482129468,4000.0,7,0,2,0,0.0
1242,0,0.579792146,59,0,0.331205292,13000.0,7,0,2,0,1.0
1243,0,0.119554799,70,0,0.243300893,7500.0,14,0,1,0,0.0
1244,1,0.9999999,40,0,0.0,,0,0,0,0,0.0
1245,1,0.047726844,59,0,0.653707304,3600.0,3,0,1,1,0.0
1246,0,0.9999999,57,0,592.0,,4,3,0,0,0.0
1247,0,1.030993801,58,0,0.337220926,3000.0,3,1,2,0,1.0
1248,1,0.406999557,56,8,0.373439274,6166.0,17,1,1,0,0.0
1249,1,0.9999999,35,0,0.822435513,5000.0,8,0,2,3,0.0
1250,0,0.469513736,52,0,1.838328792,1100.0,6,0,1,0,0.0
1251,0,0.301698302,21,0,0.009677419,929.0,2,0,0,0,0.0
1252,1,0.32183908,28,0,0.317835671,2494.0,8,0,0,0,0.0
1253,1,1.729693742,40,2,0.38328792,1100.0,4,0,0,2,1.0
1254,0,0.028798078,62,0,2552.0,,5,0,1,0,0.0
1255,0,0.9999999,56,0,0.003839693,4166.0,1,1,0,0,0.0
1256,0,0.171231649,60,0,0.130732644,22916.0,15,0,1,0,1.0
1257,1,0.980868025,42,5,0.415362898,8500.0,20,0,1,0,1.0
1258,1,1.01754386,39,1,0.012963734,31240.0,5,0,0,0,0.0
1259,0,0.735712637,48,0,0.584773604,7000.0,13,0,2,0,0.0
1260,0,0.02521223,85,0,0.008093805,9636.0,9,0,0,0,0.0
1261,0,0.68107973,48,2,0.504033672,2850.0,9,0,1,1,3.0
1262,1,0.9999999,23,98,0.0,,0,98,0,98,
1263,1,0.791695743,60,1,0.047995483,7083.0,3,0,0,0,0.0
1264,0,0.008074004,71,0,1505.0,,11,0,0,0,0.0
1265,1,0.0,63,3,0.861207228,2600.0,5,1,2,0,0.0
1266,0,0.373470387,27,0,0.248764996,2833.0,6,0,0,0,0.0
1267,0,0.171379395,33,0,62.0,0.0,1,0,0,0,0.0
1268,1,0.833020638,56,0,0.648425882,39672.0,18,0,8,0,0.0
1269,1,0.452636391,66,0,0.536865784,4000.0,8,1,1,0,0.0
1270,0,0.866491835,60,0,0.597638862,5166.0,10,0,0,0,0.0
1271,0,0.18753761,37,3,0.727940685,14970.0,25,0,7,0,1.0
1272,1,0.9999999,53,1,0.21299188,1600.0,2,4,0,0,0.0
1273,0,0.007524812,50,0,0.741275866,8166.0,7,0,3,0,1.0
1274,1,0.893687708,35,0,0.206409879,3400.0,2,1,0,0,4.0
1275,0,0.128513106,44,0,0.19960733,4583.0,6,0,1,0,0.0
1276,1,0.303299633,42,0,0.426992897,3800.0,8,1,1,0,1.0
1277,1,0.9999999,33,0,0.651449517,3000.0,2,2,1,0,3.0
1278,1,0.237140558,79,0,0.225836217,4334.0,7,0,1,0,0.0
1279,1,0.94011976,38,0,0.248978075,2690.0,4,1,0,1,1.0
1280,1,0.9999999,35,0,0.083604273,4305.0,1,0,0,1,0.0
1281,0,0.020540587,62,0,0.20403062,6400.0,16,0,2,0,1.0
1282,0,0.126085344,50,0,0.331296035,6380.0,13,0,0,0,0.0
1283,1,0.196894561,40,1,72.0,,2,0,0,0,0.0
1284,0,0.137699855,65,0,974.0,,10,0,1,0,0.0
1285,1,0.986710963,35,0,98.0,,3,0,0,0,0.0
1286,0,0.018939035,75,0,339.0,,9,0,1,0,0.0
1287,0,0.9999999,43,3,0.555180602,8000.0,10,1,4,1,0.0
1288,0,0.039346115,62,0,0.094951923,2495.0,12,0,0,0,0.0
1289,0,0.9999999,27,0,0.0,1064.0,0,0,0,0,0.0
1290,1,0.650355354,31,0,0.062907857,3830.0,5,0,0,0,0.0
1291,0,0.142530624,55,0,0.372209821,7167.0,6,0,2,0,2.0
1292,0,0.9999999,64,0,0.170212766,4605.0,3,0,0,0,1.0
1293,1,0.023426672,59,0,0.315300839,5600.0,19,0,1,0,1.0
1294,0,0.9999999,61,0,1531.0,,2,0,1,0,0.0
1295,0,0.091938907,52,0,0.680319334,2880.0,12,0,1,0,2.0
1296,1,0.611637937,38,0,0.739700019,15800.0,18,0,3,0,1.0
1297,0,0.081863028,56,0,3005.0,,7,0,1,0,0.0
1298,0,0.047755321,61,0,0.095113111,8000.0,9,0,1,0,1.0
1299,1,0.9999999,60,98,0.0,931.0,0,98,0,98,0.0
1300,1,0.591377694,53,2,0.499464477,2800.0,7,0,0,0,1.0
1301,1,0.77108063,46,0,0.905427783,5434.0,19,0,1,0,1.0
1302,0,0.03099938,61,0,531.0,,10,0,0,0,0.0
1303,1,0.9999999,26,0,0.054141601,2160.0,2,0,0,0,0.0
1304,1,0.985122134,39,0,0.621563073,6000.0,10,0,1,0,0.0
1305,0,0.0,38,0,0.442869058,1198.0,6,0,0,0,0.0
1306,1,2.083832335,51,0,0.10991545,1300.0,2,3,0,2,1.0
1307,1,0.9999999,37,0,245.0,,1,0,0,1,0.0
1308,0,0.086605363,69,0,73.0,,2,0,0,0,
1309,0,0.260502762,61,1,0.420412734,6250.0,10,0,1,0,0.0
1310,0,0.323719804,63,0,0.610841267,5146.0,9,0,2,0,2.0
1311,0,0.826790407,80,0,0.447373205,5500.0,9,2,2,0,0.0
1312,0,0.021626378,71,0,0.006168873,7780.0,5,0,0,0,0.0
1313,1,1.249405045,26,2,0.215937039,2032.0,6,0,0,1,0.0
1314,1,0.070404172,64,1,0.40870501,8362.0,8,0,2,0,5.0
1315,0,0.112724284,29,0,0.135280553,1300.0,5,0,0,0,1.0
1316,0,0.259499095,28,0,0.384350268,7833.0,7,0,2,0,0.0
1317,0,0.156131705,52,0,0.126012756,5800.0,5,0,0,0,1.0
1318,1,0.452690992,32,0,0.261684579,4000.0,9,0,0,0,0.0
1319,0,0.042525495,77,0,0.048983672,3000.0,11,0,0,0,0.0
1320,1,1.010781671,33,1,0.37185708,2266.0,5,0,0,0,0.0
1321,0,0.010461362,59,0,25.0,,6,0,0,0,0.0
1322,1,0.962075848,26,0,0.183865778,4350.0,3,1,0,0,0.0
1323,0,0.096086434,65,0,0.189769498,9500.0,21,0,1,0,0.0
1324,0,0.9999999,49,0,1.05719045,1800.0,9,1,1,0,0.0
1325,1,0.755376182,60,0,0.242485549,3459.0,6,1,0,1,0.0
1326,0,0.165188987,53,1,0.436905932,3050.0,9,0,2,0,1.0
1327,1,0.9999999,79,1,0.036151065,13000.0,1,3,0,0,1.0
1328,1,0.936288089,34,3,1.099345628,1680.0,9,0,1,0,4.0
1329,0,0.50234296,48,1,0.436628199,9964.0,11,0,3,0,2.0
1330,0,0.462007578,37,0,0.338474722,3500.0,7,0,0,0,1.0
1331,1,0.608163745,56,5,0.530049468,9500.0,9,1,1,0,0.0
1332,0,0.543298243,52,5,0.805235767,6340.0,20,1,3,1,0.0
1333,1,0.017265516,50,0,990.0,,7,1,1,1,0.0
1334,1,0.829349586,53,1,906.0,,18,0,0,0,0.0
1335,0,0.9999999,38,0,0.0,2917.0,0,1,0,0,0.0
1336,1,0.876017712,44,5,0.691864651,4166.0,14,1,1,2,3.0
1337,1,1.053892216,30,1,0.364545152,3000.0,3,0,0,0,0.0
1338,0,0.389365266,62,0,0.704154728,5583.0,5,0,2,0,0.0
1339,0,0.615972526,42,0,0.273454952,5371.0,9,0,1,0,1.0
1340,1,0.9999999,47,1,1251.0,0.0,3,0,1,2,0.0
1341,1,0.886787623,29,0,0.578736877,6000.0,10,0,1,0,4.0
1342,1,0.373745733,42,1,0.525573524,5317.0,9,0,2,0,2.0
1343,1,0.9999999,34,0,0.177764447,5000.0,2,0,0,0,4.0
1344,1,0.376782077,31,0,0.15208854,2800.0,5,0,1,0,2.0
1345,0,0.691272715,43,0,0.303701702,3700.0,10,0,0,0,1.0
1346,1,1.044090056,26,2,4.437810945,200.0,6,1,0,0,0.0
1347,1,1.138635376,48,3,0.264433892,4000.0,4,0,0,1,0.0
1348,1,0.476509863,42,0,0.705696619,7600.0,14,0,2,0,1.0
1349,0,0.200540642,50,0,0.103766248,9000.0,16,0,0,0,0.0
1350,0,0.191781727,34,0,0.460769464,3300.0,10,0,1,0,0.0
1351,0,0.193046783,68,0,834.0,,6,0,0,0,0.0
1352,0,0.9999999,27,0,0.0,1733.0,0,0,0,0,0.0
1353,1,0.990230259,50,5,0.265716785,8000.0,12,0,0,0,0.0
1354,1,0.799712358,51,0,0.287638669,3785.0,10,1,0,1,0.0
1355,0,0.112442222,54,0,0.023990404,2500.0,2,0,0,0,0.0
