,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1143,0,0.043868133,49,0,9454.0,,13,0,1,0,2.0
1144,0,0.063944794,56,0,0.387643021,6554.0,11,0,2,0,1.0
1145,0,0.022195724,41,0,1.370814593,2000.0,14,0,1,0,0.0
1146,0,0.122990611,51,0,2174.0,,8,0,1,0,1.0
1147,0,0.0,35,0,0.056158264,4700.0,4,0,0,0,0.0
1148,0,0.999900005,47,2,0.226397679,7583.0,4,0,1,0,2.0
1149,0,0.063446088,65,0,2427.0,,6,0,2,0,
1150,0,0.06978073,43,0,1.44638404,400.0,4,0,0,0,0.0
1151,0,0.009695957,70,0,334.0,,7,0,1,0,0.0
1152,0,0.464866336,28,0,0.12963379,4450.0,6,0,0,0,2.0
1153,0,0.024171811,46,1,0.576745047,5400.0,8,0,1,0,2.0
1154,0,0.11759664,47,0,0.035405872,3473.0,6,0,0,0,0.0
1155,0,0.454676527,41,0,0.210409394,3150.0,6,0,0,0,1.0
1156,0,0.214400276,51,0,0.114687741,5187.0,10,0,0,0,0.0
1157,0,0.614108896,45,0,0.244500733,7500.0,11,0,1,0,4.0
1158,0,0.035565768,38,0,0.554269972,7259.0,9,0,2,0,1.0
1159,0,0.618166526,46,0,0.109589041,4160.0,5,0,0,0,1.0
1160,0,0.167412509,49,1,0.076581247,6750.0,10,0,0,0,0.0
1161,1,0.973428509,48,0,0.637963648,12158.0,16,0,3,0,4.0
1162,0,0.0,43,0,5110.0,,8,0,2,0,2.0
1163,0,0.068123581,86,0,4014.0,,13,0,2,0,0.0
1164,0,0.063869623,63,0,1249.0,,5,0,1,0,0.0
1165,0,0.003915002,66,0,4.0,,4,0,0,0,
1166,0,0.69923022,51,0,0.160358492,13500.0,7,0,1,0,1.0
1167,0,0.2391771,72,0,1.054041983,6716.0,9,0,2,0,1.0
1168,0,0.084763468,31,0,0.121047877,7748.0,5,0,0,0,0.0
1169,0,0.046296046,89,0,791.0,,4,0,1,0,0.0
1170,0,0.740924308,47,0,1763.0,,4,0,1,0,3.0
1171,0,0.062406444,50,0,0.316831683,11917.0,4,0,1,0,0.0
1172,0,0.000171917,71,0,0.0,30000.0,8,0,0,0,0.0
1173,0,0.203416882,61,0,0.542323928,4500.0,9,0,2,0,0.0
1174,0,0.011616774,73,0,0.001523664,10500.0,8,0,0,0,0.0
1175,0,0.007926047,40,0,0.226295617,6000.0,9,0,1,0,0.0
1176,0,0.006063214,58,0,0.13427451,12749.0,10,0,2,0,4.0
1177,0,0.02790352,34,0,0.127145476,6000.0,6,0,0,0,3.0
1178,0,0.379605294,52,2,0.290971719,11031.0,15,0,3,0,1.0
1179,0,0.03261844,74,0,0.01769823,10000.0,2,0,0,0,0.0
1180,0,0.0,57,0,2043.0,,6,0,2,0,
1181,0,0.046235523,46,1,0.395694236,7338.0,10,0,2,0,0.0
1182,0,0.032978246,72,0,0.020911752,2390.0,4,0,0,0,0.0
1183,0,0.9999999,27,0,0.0,1733.0,0,0,0,0,0.0
1184,0,0.405792893,52,0,2604.0,,11,0,3,0,0.0
1185,0,0.609218755,84,0,0.237089202,3833.0,9,0,0,0,1.0
1186,0,0.9999999,56,0,0.279748707,2705.0,4,0,0,0,0.0
1187,0,0.9999999,56,0,3050.0,,6,0,2,0,0.0
1188,0,1.010941332,50,0,160.0,,1,0,0,0,0.0
1189,0,0.042293989,29,0,479.0,,12,0,0,1,0.0
1190,1,0.899950003,44,1,0.396804723,11516.0,9,0,2,0,4.0
1191,0,0.9999999,47,0,178.0,,1,0,0,0,0.0
1192,0,0.805913153,44,0,0.075205496,8150.0,3,0,0,0,3.0
1193,0,0.007254783,76,0,0.094891838,5500.0,11,0,1,0,0.0
1194,0,0.296450592,52,0,1577.0,0.0,5,0,2,0,2.0
1195,0,3.024875622,58,1,352.0,,2,0,0,2,0.0
1196,1,0.552156677,55,0,0.337034981,1800.0,7,1,0,0,1.0
1197,0,0.074907382,37,0,0.097892799,9775.0,7,0,0,0,2.0
1198,0,0.260829567,55,0,197.0,,5,0,0,0,
1199,0,0.9999999,41,0,0.207302231,2464.0,1,1,0,1,0.0
1200,0,0.157475477,31,0,0.327713158,9370.0,10,0,1,0,0.0
1201,0,0.003106899,55,0,0.000535695,28000.0,6,0,1,0,0.0
1202,0,0.026453432,50,0,0.278857905,9000.0,10,0,5,0,0.0
1203,0,0.484786149,41,0,0.099387093,8320.0,3,0,0,0,4.0
1204,1,0.943449523,51,1,0.357767597,2400.0,3,0,0,0,0.0
1205,0,0.02082108,72,0,0.001319609,3788.0,6,0,0,1,1.0
1206,0,0.628764618,61,0,1.021996334,6000.0,11,0,4,0,0.0
1207,0,0.559842764,83,1,0.53820598,902.0,5,0,0,0,0.0
1208,0,0.045759314,41,0,0.409914601,4800.0,17,0,2,0,2.0
1209,0,0.516082551,69,0,0.567858035,4000.0,17,0,0,0,0.0
1210,0,0.02729053,52,0,0.319948808,6250.0,3,0,2,0,1.0
1211,0,0.094766315,51,0,0.214595135,3000.0,6,0,0,0,1.0
1212,0,0.0,51,0,0.290202799,3500.0,5,0,1,0,1.0
1213,0,0.0,44,0,0.717656469,5000.0,4,0,2,0,0.0
1214,0,0.9999999,28,0,0.0,3500.0,0,2,0,0,1.0
1215,0,0.012550507,59,0,0.005923732,2700.0,10,0,0,0,0.0
1216,0,0.119336311,31,0,0.090988626,8000.0,6,0,0,0,0.0
1217,0,0.444819398,66,0,0.403254614,5038.0,6,0,2,0,1.0
1218,0,0.9999999,52,0,1451.0,,2,1,1,0,
1219,0,0.923460899,68,1,1.320647003,1050.0,2,0,1,0,0.0
1220,0,0.010217074,47,0,0.001756783,5122.0,2,0,0,0,3.0
1221,0,0.042575286,49,0,33.0,,6,0,0,0,0.0
1222,0,0.873376373,45,0,6564.0,,9,0,2,0,0.0
1223,0,0.792046116,45,0,0.44392249,11920.0,15,0,2,0,2.0
1224,0,0.018136662,31,0,0.400442478,4067.0,10,0,1,0,0.0
1225,0,0.06112046,59,1,0.464032884,4378.0,7,0,1,1,1.0
1226,0,0.401383945,48,0,0.130093495,20000.0,4,0,1,0,2.0
1227,0,0.116368656,68,0,0.442911418,5000.0,23,0,2,0,0.0
1228,0,0.129014242,48,1,0.17359132,20000.0,22,0,3,1,4.0
1229,0,0.15095045,54,0,0.680405697,4633.0,13,0,3,0,1.0
1230,0,0.286690995,41,2,2688.0,,10,0,2,0,0.0
1231,0,0.251165889,33,0,0.016112444,2916.0,4,0,0,0,0.0
1232,1,0.221254463,51,1,1.353706625,7607.0,18,0,4,0,4.0
1233,0,0.500098036,29,0,0.142648135,4100.0,8,0,0,0,0.0
1234,0,0.089438105,61,0,0.19405373,15000.0,11,0,1,0,1.0
1235,0,0.840083447,41,0,0.236101853,7500.0,7,0,0,0,2.0
1236,0,0.96013289,27,0,0.147926037,2000.0,3,0,0,1,0.0
1237,1,0.9430539,60,0,0.337521956,7400.0,9,0,1,0,2.0
1238,0,0.015596881,33,0,0.278509768,2200.0,7,0,0,0,1.0
1239,0,0.291505346,49,0,0.671567653,5032.0,8,0,2,0,0.0
1240,0,0.046998433,68,0,0.194179071,4500.0,4,0,0,0,0.0
1241,0,0.9999999,35,0,0.0,4000.0,0,0,0,0,0.0
1242,0,0.270522569,41,0,2.797698945,1042.0,11,0,2,0,2.0
1243,0,0.068381985,79,0,0.028325465,3600.0,2,0,1,0,0.0
1244,0,0.021724728,70,0,0.902346227,1576.0,8,0,1,0,0.0
1245,0,0.115961346,31,0,0.040304665,3150.0,4,0,0,0,0.0
1246,0,0.031484371,63,0,0.413422209,6600.0,10,0,2,0,0.0
1247,0,0.026409355,60,0,0.410860906,12300.0,17,0,5,0,1.0
1248,0,0.047847608,67,0,3237.0,,4,0,2,0,
1249,0,0.420629115,26,0,0.062189055,803.0,3,0,0,0,0.0
1250,0,0.014632846,66,0,0.003998934,3750.0,8,0,0,0,0.0
1251,0,0.644303906,46,0,3.836938436,600.0,4,0,1,0,0.0
1252,0,0.325858374,33,0,2477.0,,17,0,2,0,0.0
1253,0,0.704174229,43,0,0.125138837,2700.0,3,2,0,0,2.0
1254,0,0.387222947,72,0,0.630971993,1213.0,7,0,0,0,0.0
1255,0,0.018434033,44,0,0.209183265,12500.0,6,0,1,0,2.0
1256,0,0.019970856,65,1,0.183285064,4833.0,16,0,1,0,0.0
1257,1,0.980868025,42,5,0.415362898,8500.0,20,0,1,0,1.0
1258,0,0.274633049,55,0,0.493382146,3550.0,8,0,1,0,1.0
1259,0,0.472477841,63,0,3122.0,,9,1,1,0,1.0
1260,0,0.142934764,67,0,0.905455584,3500.0,12,0,1,0,0.0
1261,0,0.005170606,60,0,125.0,,2,0,0,0,0.0
1262,0,0.116050154,29,0,89.0,,2,0,0,0,0.0
1263,0,0.01165712,40,0,0.179113019,3494.0,5,0,1,0,1.0
1264,0,0.328610329,32,0,0.159806699,6000.0,8,0,0,0,1.0
1265,0,0.141931107,40,0,0.726378937,6000.0,15,0,3,0,1.0
1266,0,0.019905106,59,0,0.344904193,3600.0,8,0,1,0,0.0
1267,0,0.623818809,52,1,0.55963467,5583.0,8,0,1,0,3.0
1268,0,0.530433257,30,1,0.072237679,10063.0,4,1,0,0,0.0
1269,0,0.510190861,65,0,0.725672703,5908.0,17,0,2,0,0.0
1270,0,0.989688144,28,0,0.306769494,3500.0,4,0,0,0,0.0
1271,0,0.329332526,53,0,0.128487151,10000.0,7,0,0,0,5.0
1272,1,0.9999999,53,1,0.21299188,1600.0,2,4,0,0,0.0
1273,0,0.005315625,69,0,1677.0,0.0,12,0,1,0,0.0
1274,0,0.642937645,62,0,7489.0,,25,0,2,0,0.0
1275,0,0.355669745,28,0,0.149988001,4166.0,4,0,0,0,0.0
1276,0,1.191160996,73,0,0.038970411,4156.0,3,0,0,2,1.0
1277,0,0.9999999,40,0,100.0,,0,0,0,0,1.0
1278,1,0.237140558,79,0,0.225836217,4334.0,7,0,1,0,0.0
1279,0,0.050925587,60,0,0.176877724,3900.0,8,1,0,0,2.0
1280,0,0.036743554,37,0,6915.0,,21,0,3,0,3.0
1281,0,0.241363985,58,0,0.117594389,6700.0,10,2,0,0,0.0
1282,0,0.008143465,61,1,0.115809206,4800.0,8,0,0,0,0.0
1283,0,0.18247719,44,0,0.18119949,2350.0,4,0,1,0,2.0
1284,0,0.0,65,0,0.134997052,5088.0,3,0,1,0,1.0
1285,0,0.933785135,44,0,1.136965759,4000.0,16,0,2,0,1.0
1286,0,0.368866624,55,0,0.437996083,9700.0,18,0,2,0,0.0
1287,0,0.013486965,57,0,0.003808718,16540.0,11,0,0,0,0.0
1288,0,0.007239206,68,0,0.399250104,7200.0,7,0,1,0,0.0
1289,0,0.121754404,50,0,0.466948385,6625.0,13,1,2,0,1.0
1290,0,0.020403335,39,1,0.410140443,4200.0,19,0,1,0,0.0
1291,0,0.280677172,63,0,0.235191827,9200.0,14,0,0,0,0.0
1292,0,0.169138477,35,0,0.523790484,2500.0,6,0,1,0,0.0
1293,0,0.039954668,59,0,0.013246688,4000.0,4,0,0,0,1.0
1294,0,0.184229016,39,1,0.405228758,9026.0,9,0,3,0,2.0
1295,0,0.313240966,60,0,1.471153846,1039.0,4,0,1,0,1.0
1296,0,0.037845572,53,0,0.682432432,1775.0,8,0,1,0,1.0
1297,0,0.0,45,0,0.362776025,5388.0,4,0,1,0,1.0
1298,0,0.328657732,28,0,0.181722505,5700.0,4,0,0,0,0.0
1299,0,0.0,39,0,2383.0,,8,0,1,0,2.0
1300,0,0.485183863,50,1,0.06031746,2519.0,10,1,0,0,0.0
1301,1,0.77108063,46,0,0.905427783,5434.0,19,0,1,0,1.0
1302,0,0.06344327,51,0,0.316475495,3835.0,11,0,1,0,0.0
1303,0,0.042606843,58,0,3976.0,,13,0,3,0,0.0
1304,0,0.434106374,56,0,5515.0,,5,0,1,0,0.0
1305,0,0.171481016,59,0,0.379169985,11300.0,10,0,2,0,2.0
1306,1,2.083832335,51,0,0.10991545,1300.0,2,3,0,2,1.0
1307,1,0.9999999,37,0,245.0,,1,0,0,1,0.0
1308,0,0.425065009,64,1,0.519107429,7483.0,17,0,4,0,1.0
1309,0,0.234923561,58,0,1.010760953,1300.0,15,0,2,0,2.0
1310,0,0.026071747,71,0,23.0,,4,0,0,0,0.0
1311,0,0.0,77,0,0.0,3523.0,3,0,0,0,0.0
1312,0,0.882461154,43,0,0.275872413,10000.0,10,0,1,1,0.0
1313,0,0.00015337,78,0,1172.0,,4,0,1,0,
1314,0,0.960335978,57,0,0.682468329,2446.0,4,0,2,0,0.0
1315,0,0.9999999,26,0,0.342830009,1052.0,1,0,0,0,0.0
1316,0,0.10816216,55,0,0.234635382,7500.0,3,0,1,0,0.0
1317,0,0.012789137,65,0,2.700199867,1500.0,9,0,3,0,0.0
1318,1,0.452690992,32,0,0.261684579,4000.0,9,0,0,0,0.0
1319,0,0.9999999,77,0,0.0,,1,0,0,0,0.0
1320,0,5893.0,35,0,2367.0,0.0,4,0,2,0,0.0
1321,0,0.207364982,33,0,0.443934292,9800.0,9,0,2,0,1.0
1322,0,0.039514854,63,0,36.0,,2,0,0,0,0.0
1323,0,0.043048987,49,2,0.530791789,3750.0,18,0,1,0,2.0
1324,0,1.057462836,33,1,0.891498596,3916.0,7,0,1,0,3.0
1325,0,0.729594418,46,0,0.27432849,4541.0,6,0,0,0,2.0
1326,0,0.9999999,49,0,0.273184284,7558.0,5,0,1,0,2.0
1327,0,0.191751141,62,0,0.45641623,5150.0,11,0,1,0,0.0
1328,0,0.252817756,73,0,0.187632884,5643.0,5,0,1,0,0.0
1329,0,0.489125906,52,2,619.0,,6,2,0,1,5.0
1330,0,0.337986283,53,0,0.358930408,8750.0,12,0,1,0,1.0
1331,0,0.008584744,65,0,941.0,,6,0,0,0,0.0
1332,0,0.021126532,48,0,0.04239576,10000.0,5,0,0,0,3.0
1333,0,0.135220368,26,0,0.03640257,1400.0,2,0,0,0,0.0
1334,0,0.585510514,42,0,0.61122861,5200.0,8,0,1,0,3.0
1335,0,0.734928189,40,0,1.012483574,3043.0,11,0,0,0,0.0
1336,0,0.411793225,30,0,0.267247536,7000.0,7,0,1,0,3.0
1337,0,0.440624772,30,0,1753.0,,9,0,2,0,0.0
1338,0,0.051303711,34,0,1720.0,,6,0,1,0,0.0
1339,0,0.115776063,49,0,1342.0,,6,0,1,0,0.0
1340,1,0.9999999,47,1,1251.0,0.0,3,0,1,2,0.0
1341,0,0.301059629,61,0,0.24775045,5000.0,13,0,0,0,0.0
1342,0,0.290298646,65,0,515.0,,9,0,0,0,0.0
1343,0,0.225879081,42,0,0.08759562,6666.0,6,0,0,0,0.0
1344,0,0.9999999,51,0,0.044568245,3230.0,3,0,0,0,0.0
1345,0,0.24555089,25,0,0.004499438,8000.0,1,0,0,0,0.0
1346,1,1.044090056,26,2,4.437810945,200.0,6,1,0,0,0.0
1347,0,0.55685752,80,0,0.25034307,5100.0,5,1,0,0,1.0
1348,0,0.008965839,66,0,0.037214886,5830.0,10,0,0,0,1.0
1349,0,0.647313915,71,0,0.502546149,3141.0,8,0,0,1,0.0
1350,0,0.9999999,61,0,0.104179861,3157.0,1,0,0,0,0.0
1351,0,0.865970553,60,0,0.840886454,4015.0,9,0,2,0,0.0
1352,0,0.75878103,62,0,0.272563718,3334.0,4,0,0,0,0.0
1353,0,0.9999999,31,0,0.063710181,1600.0,1,0,0,0,1.0
1354,0,0.139502479,42,0,0.344527044,3900.0,13,0,2,0,0.0
1355,0,0.216054587,40,0,3493.0,,9,0,2,0,1.0
1356,0,0.072296334,47,1,0.887654492,7200.0,12,0,4,0,2.0
1357,0,0.214918353,62,0,3174.0,,12,0,2,0,2.0
1358,0,0.366131693,62,0,0.537709194,4600.0,13,0,1,0,0.0
1359,0,0.009238628,46,0,0.226517519,6078.0,6,0,2,0,0.0
1360,0,0.054503522,72,0,0.24854184,8400.0,12,0,1,0,0.0
1361,0,0.0,68,0,870.0,,3,0,1,0,
1362,0,0.938460459,72,2,1464.0,,11,0,1,0,0.0
1363,0,0.9999999,82,0,0.0,,0,0,0,0,
1364,0,0.276352077,45,0,0.677760169,3785.0,16,0,1,0,0.0
1365,0,0.263167292,35,0,0.317128578,2200.0,5,0,0,0,0.0
1366,0,0.66551411,42,1,1.001565558,5109.0,17,0,1,0,1.0
1367,0,0.416487235,26,0,1.112359551,800.0,7,0,1,0,0.0
1368,0,0.084860668,38,0,0.157434962,20833.0,6,0,1,0,2.0
1369,0,0.105782837,79,0,820.0,,6,0,0,0,1.0
1370,0,0.0,57,0,0.109931293,1600.0,3,0,0,0,0.0
1371,1,0.9999999,36,0,2730.0,,2,0,2,0,0.0
1372,0,0.012880128,60,0,0.264147171,5000.0,6,0,1,0,2.0
1373,0,0.034518619,54,0,0.072971351,13333.0,2,0,1,0,4.0
1374,0,0.021645734,56,0,180.0,,17,0,0,0,0.0
1375,0,0.675919613,57,0,0.183264887,15583.0,7,0,1,0,2.0
1376,0,0.49070186,28,1,0.231034483,1739.0,3,0,0,0,0.0
1377,0,0.368708753,55,1,0.617109827,4324.0,20,0,2,0,1.0
1378,0,0.273564768,38,0,0.592092092,1997.0,7,0,0,0,2.0
1379,0,0.9999999,30,0,66.0,,1,1,0,0,0.0
1380,0,0.45016042,57,0,0.576116166,21210.0,21,0,4,0,3.0
1381,0,0.034148293,36,0,0.222702184,4166.0,4,0,0,0,0.0
1382,0,0.177022274,37,0,1342.0,,7,0,2,0,0.0
1383,0,0.097089095,61,0,0.068640892,10940.0,9,0,0,0,1.0
1384,0,0.052922059,67,0,0.208372531,2125.0,10,0,0,0,0.0
1385,0,0.043547146,51,0,0.497918401,1200.0,18,0,1,0,0.0
1386,1,0.449888579,49,3,0.457627119,7374.0,13,0,1,0,1.0
1387,0,0.011212527,48,0,7.296506047,10417.0,5,0,0,0,0.0
1388,0,0.9999999,61,0,0.221838146,4917.0,5,0,1,0,0.0
1389,0,0.051413798,53,0,2817.0,,7,0,1,0,0.0
1390,0,0.348601428,46,0,0.647107032,6100.0,11,0,1,0,1.0
1391,0,0.20457254,49,0,0.562582844,5280.0,10,0,2,0,2.0
1392,0,0.0,64,0,367.0,,6,0,0,0,0.0
1393,0,0.032769921,46,0,0.254774523,10000.0,7,0,2,0,0.0
1394,0,0.004858288,48,0,2338.0,,11,0,1,0,0.0
1395,0,0.24685021,61,0,0.256522066,13300.0,6,0,1,0,0.0
1396,0,0.022358923,42,0,0.082319613,6000.0,7,0,1,0,0.0
1397,0,0.9999999,35,1,0.127323746,2850.0,2,0,0,0,1.0
1398,0,0.111075557,75,2,83.0,0.0,13,1,0,0,0.0
1399,0,0.011232381,50,0,469.0,,11,0,0,0,0.0
1400,0,0.258163512,38,0,0.265228259,7600.0,5,0,1,0,5.0
1401,1,0.611890029,56,0,0.418179091,6666.0,18,1,1,0,1.0
1402,0,0.00679864,50,0,0.097650392,6000.0,2,0,0,0,0.0
1403,0,0.0,32,0,0.0,1400.0,2,0,0,0,0.0
1404,0,0.188085172,37,1,0.562072988,6000.0,17,0,2,0,0.0
1405,0,0.149308449,26,0,0.209919262,2600.0,5,0,0,0,0.0
1406,0,0.19516632,42,0,0.134973005,5000.0,8,0,0,0,0.0
1407,0,0.925893845,31,0,0.516296741,5000.0,14,0,1,0,0.0
1408,0,0.895199541,57,0,3131.0,,9,0,1,0,1.0
1409,0,0.99743766,61,2,0.901083804,6550.0,11,2,2,4,0.0
1410,0,0.0,56,0,0.190976673,3900.0,9,0,0,0,1.0
1411,0,0.051402382,47,0,1494.0,,9,0,1,0,
1412,0,0.013635868,89,0,11.0,,3,0,0,0,
1413,0,0.053767852,67,0,0.084878532,10084.0,8,0,0,0,0.0
1414,0,0.072157114,77,0,54.0,,1,0,0,0,0.0
1415,0,0.289494137,64,0,0.53200311,7717.0,10,0,2,0,1.0
1416,0,0.038763267,37,0,1047.0,,5,0,1,0,0.0
1417,0,0.527100985,39,0,0.253932863,8072.0,6,0,0,0,7.0
1418,0,0.9999999,43,1,29.0,,0,0,0,0,0.0
1419,0,0.951699739,28,1,0.185968284,4161.0,6,1,0,1,0.0
1420,0,0.15118366,34,0,0.243043145,3916.0,6,0,1,0,0.0
1421,0,0.0669775,76,0,0.224702991,4881.0,11,0,1,0,0.0
1422,0,0.915687069,67,0,0.437890527,4000.0,6,0,2,0,0.0
1423,0,0.0,48,0,0.0,,8,0,0,0,1.0
1424,0,0.027884389,52,0,0.520973462,8176.0,5,0,2,0,0.0
1425,0,0.028066043,60,0,0.712732375,2850.0,5,0,2,0,0.0
1426,0,0.09960653,60,0,0.204233465,20833.0,5,0,2,0,0.0
1427,0,0.125798586,35,0,0.455700609,5744.0,8,0,2,0,0.0
1428,0,0.9999999,63,0,0.054527429,3025.0,2,0,0,0,0.0
1429,0,0.691714724,41,0,0.226544309,7300.0,10,0,0,0,0.0
1430,0,0.064414969,63,0,0.24185637,7950.0,9,0,1,0,1.0
1431,0,0.100888102,57,0,0.661067115,12500.0,20,0,2,0,0.0
1432,0,0.029581981,69,0,0.030646236,1500.0,6,0,0,0,0.0
1433,0,0.012424689,60,0,0.249868398,5698.0,3,0,1,0,0.0
1434,0,0.91576053,38,0,0.432966413,3542.0,7,0,1,0,1.0
1435,0,0.304182734,35,1,0.307190679,11500.0,10,0,2,0,0.0
1436,0,0.045128473,82,0,30.0,,3,0,0,0,0.0
1437,0,0.936753162,71,0,0.160419598,7816.0,6,0,0,0,0.0
1438,0,0.873801807,32,0,0.375942163,6500.0,9,0,0,0,0.0
1439,0,0.007239534,61,0,8.0,,6,0,0,0,0.0
1440,0,0.012561715,32,0,0.136271061,5400.0,8,0,0,0,0.0
1441,0,0.9999999,50,0,311.0,,1,4,0,0,2.0
1442,0,0.989473906,45,0,0.449731072,7250.0,8,0,1,0,2.0
1443,0,0.304080224,64,0,0.424341473,5200.0,8,0,1,0,0.0
1444,0,0.508008865,49,1,0.360940809,8970.0,10,0,2,0,4.0
1445,0,0.129612798,65,0,25.0,,3,0,0,0,0.0
1446,0,0.067403299,63,0,0.30625641,4874.0,10,0,1,0,0.0
1447,0,0.289939075,60,1,0.765489674,1500.0,16,0,0,0,0.0
1448,0,0.602683756,73,0,0.243820494,8333.0,10,0,1,0,0.0
1449,0,0.422806949,34,0,0.633807706,2880.0,10,0,1,0,0.0
1450,0,0.020558188,79,0,0.3014862,3296.0,7,0,1,0,0.0
1451,0,0.078997743,43,0,0.230487195,18000.0,10,0,1,0,2.0
1452,0,0.191617616,43,0,0.147463134,4000.0,4,0,0,0,0.0
1453,0,0.9999999,60,0,0.128467883,4000.0,1,0,0,0,0.0
1454,0,0.158253997,45,0,0.27914363,8500.0,5,0,1,0,4.0
1455,0,0.797240552,37,2,0.470603919,7500.0,9,0,2,0,3.0
1456,0,0.043545296,62,0,1.393521296,3333.0,13,0,3,0,0.0
1457,0,0.006425757,62,0,0.292518862,11000.0,15,0,3,0,0.0
1458,0,0.201643195,29,0,2465.0,,22,0,1,0,0.0
1459,0,0.9999999,61,0,0.0,,2,0,0,0,
1460,0,0.015649073,69,0,4513.0,,29,0,6,0,0.0
1461,0,0.453672606,49,1,2908.0,,10,0,1,0,0.0
1462,0,0.081197293,41,0,0.017219034,5400.0,6,0,0,0,1.0
1463,0,0.250593404,53,0,2049.0,,10,0,1,1,2.0
1464,0,0.002776037,55,0,0.37584925,7800.0,11,0,2,0,1.0
1465,0,0.021020397,79,0,0.013064133,2525.0,8,0,0,0,0.0
1466,0,0.930911185,46,0,0.18230295,6000.0,7,0,0,0,3.0
1467,0,0.002316341,66,0,0.259697874,10723.0,16,0,2,0,0.0
1468,0,0.9999999,68,0,0.0,4060.0,1,0,0,0,0.0
1469,0,0.606323945,55,0,0.212121212,3200.0,7,0,0,0,2.0
1470,0,0.290284674,68,0,0.230471191,8000.0,10,0,1,0,1.0
1471,0,0.055975442,68,0,0.424960644,11433.0,12,0,2,0,1.0
1472,0,0.171191244,45,0,0.420572428,8000.0,10,0,2,0,3.0
1473,0,0.023294751,72,0,0.210151894,5200.0,7,0,1,0,0.0
1474,0,0.829695381,49,3,0.109257815,16666.0,7,0,0,0,0.0
1475,0,0.275838185,48,0,0.482129468,4000.0,7,0,2,0,0.0
1476,0,0.148960065,34,0,0.183128671,3745.0,8,0,0,0,0.0
1477,0,0.19719864,55,0,2436.0,,16,0,2,0,0.0
1478,0,0.0,68,0,0.218632558,15166.0,15,0,3,0,1.0
1479,1,0.883375202,59,2,0.98967894,28000.0,25,0,9,1,0.0
1480,0,0.011210803,56,0,0.714938589,3500.0,10,0,2,0,2.0
1481,1,1.997429306,41,0,0.327934413,5000.0,6,0,0,1,3.0
1482,0,0.013179767,40,0,0.717396134,4500.0,32,0,2,0,2.0
1483,0,0.032869289,74,0,2108.0,,7,0,2,0,
1484,0,0.647217974,29,0,0.30075522,2250.0,6,0,0,0,0.0
1485,0,0.289196148,48,0,0.250564653,7083.0,6,0,1,0,1.0
1486,0,0.084076637,65,0,1373.0,,4,0,1,0,0.0
1487,0,0.018765654,63,0,0.327066701,3882.0,9,0,1,0,1.0
1488,1,0.929253537,36,3,2500.0,0.0,5,0,0,0,0.0
1489,0,0.605780677,36,0,0.377402511,9000.0,6,0,2,0,0.0
1490,0,0.34398435,46,0,94.0,,3,0,0,0,0.0
1491,0,1.376623377,29,1,0.417024936,1162.0,4,1,0,1,0.0
1492,0,0.601639791,63,0,2394.0,,17,0,1,0,0.0
1493,1,0.752144448,28,0,0.333256723,4350.0,9,0,0,0,0.0
1494,0,0.01196252,64,0,2017.0,,6,0,1,0,0.0
1495,0,0.017032766,67,0,15.0,,3,0,0,0,0.0
1496,0,0.07805562,61,0,0.212513884,2700.0,7,0,1,0,1.0
1497,0,0.032767764,56,0,1074.0,,7,0,1,0,
1498,0,0.9999999,63,5,0.194618671,11000.0,7,0,2,0,0.0
1499,0,0.013249448,67,0,9.0,,1,0,0,0,
1500,1,0.33006816,53,0,0.249016522,5083.0,8,0,0,0,2.0
1501,0,0.001266624,65,0,1.0,,5,0,0,0,
1502,0,0.122896299,44,0,0.144989931,14400.0,6,0,2,0,3.0
1503,0,0.048099198,61,0,0.183619111,12013.0,7,0,2,0,1.0
1504,0,0.509406909,54,0,0.558100085,4715.0,10,0,1,0,0.0
1505,0,0.898200327,29,2,0.192383086,3570.0,7,1,0,2,1.0
1506,0,0.007247422,41,0,0.002651039,7166.0,6,0,0,0,2.0
1507,0,0.456514495,45,0,0.410894875,11766.0,5,0,3,0,2.0
1508,0,1.087007643,30,0,0.333486872,2170.0,4,2,0,1,0.0
1509,0,0.9999999,37,0,0.0,6666.0,2,2,0,0,1.0
1510,0,0.0,28,0,0.556668754,1596.0,7,0,1,0,0.0
1511,0,0.92071952,27,1,0.215453802,2445.0,4,0,0,0,0.0
1512,0,0.115527458,50,0,0.30383702,8000.0,9,0,2,0,0.0
1513,0,0.9999999,26,0,327.0,,1,0,0,0,0.0
1514,0,0.477335392,73,0,2267.0,,5,0,2,0,0.0
1515,0,0.84759986,67,0,1.13862046,3000.0,11,0,2,0,0.0
1516,0,0.582554314,39,0,0.294802769,9100.0,7,0,1,0,1.0
1517,0,0.118387433,71,0,0.358041417,5166.0,8,0,1,0,1.0
1518,0,0.000362551,58,6,2592.0,,10,0,2,2,0.0
1519,0,0.567213363,75,0,0.09336333,8000.0,5,0,0,0,0.0
1520,1,0.585647634,28,1,0.230832874,3625.0,5,1,0,0,0.0
1521,0,0.0,67,0,0.415429955,9500.0,11,0,2,0,1.0
